session_id,customer_id,session_date,pages_visited,time_spent_minutes,device_type,source
536,553,2024-08-22,5,59.73,Desktop,Paid
537,209,2025-03-19,12,37.39,Tablet,Referral
538,839,2025-02-14,5,62.98,Desktop,Organic
539,325,2024-09-13,12,83.8,Tablet,Organic
540,554,2024-09-10,14,93.3,Mobile,Organic
541,671,2023-12-19,11,65.49,Tablet,Paid
542,970,2025-10-22,6,107.71,Tablet,Organic
543,508,2024-08-22,2,86.64,Desktop,Organic
544,634,2024-08-07,6,26.51,Tablet,Referral
545,161,2025-10-26,4,112.42,Desktop,Paid
546,682,2025-04-16,7,117.16,Tablet,Organic
547,924,2024-06-03,2,109.16,Desktop,Organic
548,553,2025-05-17,15,105.89,Tablet,Referral
549,14,2025-04-01,13,99.47,Tablet,Referral
550,166,2024-09-25,3,1.68,Mobile,Referral
551,426,2024-03-13,8,3.12,Desktop,Paid
552,128,2025-02-09,12,42.3,Mobile,Paid
553,550,2025-06-03,14,5.44,Mobile,Paid
554,82,2025-04-03,14,57.94,Desktop,Referral
555,814,2024-02-02,9,111.37,Desktop,Referral
556,378,2024-11-08,12,23.35,Desktop,Paid
557,793,2024-02-27,4,92.48,Mobile,Paid
558,514,2024-07-20,9,9.99,Tablet,Paid
559,99,2025-01-02,10,35.85,Desktop,Referral
560,142,2024-09-08,15,102.2,Tablet,Paid
561,718,2025-10-09,2,9.5,Desktop,Organic
562,720,2025-10-21,2,81.56,Tablet,Organic
563,590,2025-09-12,6,27.38,Tablet,Referral
564,988,2024-07-09,6,75.85,Mobile,Organic
565,758,2025-10-27,13,1.83,Mobile,Referral
566,43,2024-01-26,11,117.88,Tablet,Paid
567,15,2025-02-06,7,98.23,Mobile,Paid
568,873,2024-05-22,15,103.33,Mobile,Paid
569,409,2025-03-28,9,40.74,Mobile,Referral
570,841,2024-08-23,14,58.26,Tablet,Paid
571,331,2024-04-02,3,16.64,Desktop,Organic
572,650,2025-05-18,3,10.07,Tablet,Referral
573,434,2024-07-30,8,104.29,Tablet,Organic
574,626,2024-03-10,14,81.29,Mobile,Referral
575,35,2025-06-26,13,19.71,Tablet,Organic
576,510,2025-09-22,3,62.95,Mobile,Referral
577,797,2025-04-27,10,76.37,Tablet,Referral
578,729,2025-10-26,6,67.46,Desktop,Paid
579,889,2024-09-10,7,29.26,Desktop,Referral
580,343,2024-03-20,13,37.42,Mobile,Organic
581,726,2025-08-19,15,32.52,Desktop,Paid
582,697,2025-11-23,4,26.02,Tablet,Paid
583,484,2024-01-16,8,36.47,Mobile,Organic
584,720,2024-11-15,13,74.91,Tablet,Organic
585,847,2025-10-24,4,10.71,Mobile,Paid
586,112,2025-05-02,15,66.37,Desktop,Referral
587,420,2025-07-22,15,102.83,Mobile,Referral
588,809,2025-01-14,10,20.88,Tablet,Organic
589,133,2025-04-14,2,9.41,Desktop,Paid
590,375,2024-12-22,15,65.69,Desktop,Paid
591,921,2024-04-05,15,57.68,Mobile,Paid
592,20,2025-07-23,15,34.75,Desktop,Referral
593,206,2025-07-11,8,102.02,Mobile,Organic
594,375,2024-01-26,8,19.5,Desktop,Referral
595,849,2024-10-01,5,5.58,Mobile,Paid
596,273,2025-04-17,8,93.92,Mobile,Organic
597,844,2024-07-30,3,30.77,Tablet,Paid
598,663,2024-02-12,15,7.82,Desktop,Referral
599,647,2025-10-08,10,98.55,Mobile,Paid
600,839,2024-01-21,6,94.3,Tablet,Organic
601,270,2025-03-18,11,11.16,Tablet,Paid
602,558,2025-04-01,1,33.23,Mobile,Paid
603,432,2025-06-03,8,52.08,Mobile,Referral
604,230,2024-04-21,15,61.95,Tablet,Organic
605,35,2024-02-09,3,46.47,Desktop,Referral
606,191,2024-07-19,1,78.34,Desktop,Paid
607,131,2025-09-06,4,59.63,Desktop,Paid
608,578,2025-11-04,4,109.61,Desktop,Paid
609,373,2024-09-15,13,34.96,Tablet,Paid
610,200,2024-12-15,3,32.68,Mobile,Paid
611,471,2024-07-16,8,34.21,Desktop,Organic
612,888,2025-06-03,12,15.95,Mobile,Organic
613,691,2024-07-16,5,49.53,Mobile,Referral
614,611,2024-08-04,14,104.31,Desktop,Referral
615,413,2024-03-24,2,91.71,Desktop,Organic
616,344,2024-01-15,5,102.47,Tablet,Paid
617,181,2025-08-15,14,21.84,Tablet,Referral
618,91,2024-05-06,12,106.58,Desktop,Organic
619,948,2023-12-31,2,77.21,Desktop,Paid
620,657,2025-08-04,2,40.46,Tablet,Organic
621,388,2025-08-17,11,15.42,Tablet,Organic
622,347,2025-04-29,7,108.39,Desktop,Referral
623,614,2024-03-14,4,23.88,Tablet,Referral
624,94,2024-12-01,3,119.19,Tablet,Referral
625,355,2025-04-02,8,90.9,Mobile,Referral
626,946,2024-09-24,13,87.45,Mobile,Paid
627,753,2025-07-16,9,115.22,Mobile,Organic
628,74,2025-03-27,7,50.54,Mobile,Referral
629,68,2025-10-14,14,70.71,Desktop,Referral
630,12,2024-06-20,4,39.89,Desktop,Referral
631,943,2024-11-23,8,109.73,Desktop,Organic
632,178,2024-05-05,9,8.96,Desktop,Paid
633,383,2023-12-19,13,80.36,Mobile,Referral
634,1000,2025-01-01,3,112.65,Tablet,Organic
635,547,2025-06-19,3,101.31,Desktop,Organic
636,732,2025-07-23,13,57.17,Tablet,Organic
637,772,2025-01-27,14,111.72,Desktop,Organic
638,305,2024-03-18,7,111.59,Mobile,Organic
639,659,2024-07-20,9,9.06,Desktop,Referral
640,685,2024-01-13,15,98.74,Mobile,Paid
641,761,2024-04-24,7,13.82,Desktop,Organic
642,798,2025-08-29,11,79.92,Desktop,Paid
643,458,2025-06-18,8,90.72,Mobile,Referral
644,431,2024-09-06,11,77.64,Tablet,Referral
645,657,2025-05-13,7,74.66,Mobile,Referral
646,170,2025-09-26,3,91.96,Tablet,Paid
647,457,2024-06-04,5,78.25,Tablet,Referral
648,102,2024-04-11,6,72.84,Desktop,Referral
649,197,2025-06-13,8,105.96,Tablet,Paid
650,356,2025-11-26,12,26.47,Desktop,Paid
651,828,2024-02-09,11,48.41,Desktop,Referral
652,481,2025-08-01,9,47.57,Mobile,Organic
653,302,2024-04-08,8,77.39,Mobile,Paid
654,845,2025-06-25,13,21.64,Mobile,Referral
655,242,2024-07-07,15,43.19,Tablet,Paid
656,742,2025-10-12,15,79.86,Mobile,Paid
657,958,2024-07-08,14,11.27,Mobile,Organic
658,337,2023-12-07,13,27.27,Mobile,Referral
659,537,2025-06-24,8,90.87,Desktop,Paid
660,61,2025-05-28,5,51.42,Desktop,Organic
661,56,2024-04-12,9,98.21,Mobile,Organic
662,57,2025-02-24,9,100.14,Mobile,Paid
663,729,2024-05-03,9,53.51,Mobile,Organic
664,405,2025-07-22,15,48.95,Tablet,Referral
665,124,2024-11-03,13,111.22,Desktop,Organic
666,842,2024-05-29,6,81.22,Mobile,Organic
667,754,2024-07-11,13,27.51,Desktop,Paid
668,794,2025-04-13,1,60.71,Mobile,Referral
669,563,2025-09-08,6,44.47,Tablet,Referral
670,625,2025-08-07,10,26.01,Mobile,Referral
671,353,2025-08-01,12,96.82,Desktop,Paid
672,383,2023-12-17,13,80.86,Mobile,Referral
673,370,2025-02-19,14,68.98,Tablet,Paid
674,491,2024-06-11,4,87.66,Desktop,Paid
675,479,2024-02-08,7,29.14,Tablet,Paid
676,122,2024-04-14,12,56.09,Tablet,Referral
677,444,2025-08-10,15,48.63,Desktop,Organic
678,854,2025-06-08,9,66.52,Desktop,Paid
679,31,2024-02-06,11,32.65,Desktop,Referral
680,392,2025-08-30,8,21.91,Desktop,Paid
681,46,2025-01-31,8,3.13,Mobile,Paid
682,993,2025-10-29,3,117.47,Tablet,Organic
683,469,2023-12-30,9,84.53,Tablet,Organic
684,181,2024-09-05,2,70.98,Desktop,Referral
685,700,2025-06-10,7,41.41,Tablet,Organic
686,985,2025-09-05,1,45.01,Mobile,Organic
687,343,2025-04-25,3,74.32,Mobile,Organic
688,916,2024-04-05,2,1.2,Mobile,Referral
689,659,2024-08-30,5,11.19,Mobile,Paid
690,50,2024-12-05,14,47.06,Desktop,Paid
691,886,2025-02-16,15,51.63,Tablet,Referral
692,968,2024-08-02,10,2.89,Mobile,Referral
693,576,2025-02-24,12,103.0,Mobile,Referral
694,899,2025-02-13,9,36.71,Mobile,Paid
695,989,2024-01-16,2,17.51,Desktop,Referral
696,526,2025-06-01,6,76.19,Mobile,Paid
697,805,2023-12-20,8,10.53,Tablet,Organic
698,91,2024-07-06,15,36.64,Mobile,Referral
699,260,2025-11-17,1,47.02,Desktop,Paid
700,103,2025-08-25,15,109.46,Tablet,Paid
701,829,2024-12-05,1,110.57,Mobile,Organic
702,902,2025-03-16,14,22.01,Desktop,Organic
703,296,2025-11-08,9,109.94,Mobile,Referral
704,424,2024-06-13,2,85.33,Mobile,Referral
705,848,2024-02-06,3,92.95,Desktop,Paid
706,642,2024-03-14,3,47.92,Desktop,Organic
707,699,2025-08-12,2,11.9,Desktop,Paid
708,78,2025-11-06,4,21.65,Mobile,Paid
709,9,2025-04-22,11,75.36,Desktop,Paid
710,258,2024-05-31,2,60.73,Mobile,Paid
711,847,2025-11-01,14,55.49,Desktop,Paid
712,935,2024-03-28,6,53.3,Tablet,Paid
713,462,2024-08-08,8,60.91,Mobile,Organic
714,131,2024-07-21,1,20.37,Tablet,Referral
715,710,2024-10-10,2,9.38,Tablet,Paid
716,714,2023-12-06,13,108.48,Tablet,Organic
717,826,2024-02-05,2,117.35,Mobile,Referral
718,618,2025-02-02,9,100.64,Mobile,Referral
719,522,2025-10-29,11,44.49,Mobile,Referral
720,816,2025-03-05,13,56.38,Desktop,Referral
721,784,2024-02-05,3,49.67,Mobile,Organic
722,966,2025-07-29,8,100.06,Desktop,Paid
723,594,2024-02-26,1,34.52,Tablet,Organic
724,255,2024-05-06,9,13.19,Tablet,Referral
725,308,2025-08-12,6,111.37,Mobile,Referral
726,682,2024-07-22,14,77.8,Mobile,Organic
727,833,2025-06-27,9,54.02,Mobile,Organic
728,72,2025-06-18,3,104.15,Mobile,Referral
729,384,2024-05-29,10,80.86,Tablet,Organic
730,977,2024-06-20,12,26.65,Desktop,Referral
731,922,2025-08-13,13,69.25,Mobile,Organic
732,290,2024-12-24,10,33.9,Tablet,Referral
733,8,2025-06-03,15,93.39,Desktop,Referral
734,216,2024-09-09,9,20.12,Mobile,Referral
735,306,2024-12-01,12,103.87,Mobile,Referral
736,199,2024-01-22,2,8.5,Mobile,Referral
737,447,2024-05-04,9,36.76,Mobile,Organic
738,305,2024-05-14,3,4.24,Mobile,Organic
739,10,2025-03-10,4,26.94,Tablet,Paid
740,213,2025-07-17,4,71.3,Tablet,Referral
741,951,2025-05-15,11,39.38,Tablet,Paid
742,465,2025-03-28,1,93.18,Desktop,Referral
743,910,2024-10-30,8,109.96,Mobile,Paid
744,379,2025-05-20,5,108.16,Mobile,Paid
745,883,2024-04-14,11,105.44,Desktop,Referral
746,819,2025-10-23,1,86.49,Desktop,Organic
747,901,2024-11-22,11,50.58,Tablet,Referral
748,244,2024-10-27,2,37.78,Tablet,Paid
749,565,2025-01-27,14,6.57,Mobile,Paid
750,147,2024-10-18,6,95.38,Mobile,Referral
751,650,2024-02-05,9,2.08,Desktop,Paid
752,284,2024-04-22,1,64.52,Desktop,Paid
753,701,2024-12-17,15,111.37,Desktop,Organic
754,859,2024-06-02,1,111.57,Tablet,Organic
755,730,2024-07-12,6,116.92,Tablet,Referral
756,831,2025-08-27,4,46.88,Tablet,Organic
757,442,2024-03-08,15,31.16,Desktop,Organic
758,290,2024-02-28,15,47.89,Tablet,Referral
759,897,2025-07-18,8,10.87,Mobile,Organic
760,513,2024-02-28,8,28.0,Desktop,Paid
761,425,2024-03-26,11,29.17,Mobile,Organic
762,478,2023-12-20,4,83.17,Tablet,Referral
763,345,2025-07-22,15,80.25,Tablet,Organic
764,68,2024-04-06,1,3.56,Mobile,Referral
765,170,2025-03-24,7,6.26,Mobile,Paid
766,918,2024-02-05,2,64.23,Desktop,Paid
767,757,2025-10-15,10,64.19,Tablet,Paid
768,918,2025-05-23,9,45.62,Desktop,Organic
769,434,2025-06-01,2,14.95,Tablet,Referral
770,692,2024-05-06,2,58.97,Desktop,Organic
771,669,2024-12-24,7,6.88,Desktop,Referral
772,56,2024-02-02,14,21.47,Desktop,Paid
773,966,2024-05-21,1,72.62,Desktop,Referral
774,968,2023-12-30,3,83.93,Desktop,Referral
775,613,2024-02-09,11,114.35,Tablet,Referral
776,354,2024-07-12,10,42.46,Tablet,Referral
777,268,2025-03-03,15,18.23,Desktop,Referral
778,737,2025-09-27,8,68.02,Tablet,Organic
779,748,2024-07-24,11,99.9,Desktop,Paid
780,221,2025-02-07,1,83.19,Tablet,Referral
781,668,2023-12-26,3,37.5,Tablet,Referral
782,920,2024-04-04,8,117.3,Desktop,Organic
783,648,2025-03-24,1,34.34,Mobile,Referral
784,929,2025-01-11,2,63.49,Mobile,Referral
785,238,2025-03-11,2,77.42,Tablet,Organic
786,690,2024-01-08,10,93.71,Tablet,Referral
787,225,2025-02-03,14,15.37,Tablet,Organic
788,132,2025-01-26,10,30.12,Tablet,Referral
789,230,2025-04-13,1,13.49,Tablet,Referral
790,329,2025-01-13,5,23.06,Tablet,Organic
791,694,2025-06-04,9,15.06,Desktop,Paid
792,305,2024-01-23,4,68.24,Desktop,Paid
793,30,2025-02-21,4,32.38,Desktop,Referral
794,289,2024-09-20,4,34.53,Tablet,Paid
795,948,2025-05-09,4,64.58,Mobile,Organic
796,358,2024-10-15,10,39.89,Desktop,Paid
797,846,2024-07-21,3,14.98,Mobile,Referral
798,469,2025-08-19,11,51.58,Tablet,Organic
799,12,2024-09-04,7,113.87,Desktop,Organic
800,214,2024-03-31,14,116.75,Tablet,Organic
801,126,2024-04-24,11,5.61,Mobile,Referral
802,270,2024-02-28,1,53.33,Desktop,Organic
803,615,2025-08-31,11,10.15,Mobile,Paid
804,338,2025-02-16,9,54.29,Mobile,Referral
805,26,2024-02-21,9,102.99,Tablet,Referral
806,769,2025-05-08,4,65.68,Desktop,Organic
807,163,2025-02-19,9,25.52,Mobile,Organic
808,858,2025-10-04,9,75.65,Mobile,Organic
809,101,2025-03-02,6,30.97,Mobile,Paid
810,877,2023-12-28,6,89.76,Mobile,Organic
811,588,2025-01-01,13,29.15,Desktop,Referral
812,551,2024-03-28,12,45.79,Mobile,Referral
813,866,2024-01-23,7,6.54,Tablet,Referral
814,732,2025-05-03,10,47.08,Tablet,Referral
815,483,2024-05-16,14,12.2,Tablet,Paid
816,457,2024-04-27,14,74.92,Tablet,Paid
817,150,2024-08-05,4,3.57,Mobile,Paid
818,353,2024-09-29,8,40.21,Mobile,Organic
819,358,2025-02-08,4,69.13,Mobile,Referral
820,499,2025-06-16,10,47.41,Desktop,Referral
821,430,2025-08-25,1,49.3,Desktop,Organic
822,707,2025-05-23,13,117.49,Mobile,Organic
823,650,2024-05-08,1,56.93,Desktop,Organic
824,816,2024-02-11,3,97.34,Tablet,Referral
825,161,2024-11-07,14,110.82,Tablet,Paid
826,810,2024-03-26,13,105.84,Tablet,Referral
827,316,2024-05-29,4,50.77,Tablet,Paid
828,849,2025-07-12,12,49.28,Desktop,Paid
829,175,2024-10-29,14,73.64,Tablet,Organic
830,225,2025-10-14,3,26.86,Desktop,Organic
831,361,2025-09-29,7,80.35,Mobile,Referral
832,785,2025-03-30,2,31.12,Mobile,Organic
833,245,2024-10-04,2,96.78,Desktop,Paid
834,944,2024-12-13,1,42.1,Tablet,Paid
835,997,2024-01-10,2,11.98,Desktop,Paid
836,956,2024-07-20,6,99.33,Desktop,Referral
837,220,2025-11-18,14,93.49,Mobile,Paid
838,604,2025-06-04,6,41.3,Mobile,Referral
839,593,2025-10-13,11,72.67,Desktop,Referral
840,508,2025-05-23,2,25.06,Tablet,Paid
841,934,2024-01-22,1,22.93,Tablet,Paid
842,83,2025-11-06,11,13.32,Tablet,Organic
843,982,2024-12-10,15,56.84,Tablet,Paid
844,67,2024-02-04,9,38.94,Tablet,Paid
845,504,2023-12-08,2,98.93,Tablet,Organic
846,718,2025-09-26,2,8.63,Mobile,Paid
847,191,2025-04-21,3,1.86,Tablet,Referral
848,994,2024-05-17,8,96.94,Desktop,Organic
849,25,2025-05-19,13,73.36,Mobile,Paid
850,980,2025-01-28,1,11.89,Mobile,Organic
851,394,2025-10-30,15,57.69,Tablet,Paid
852,129,2025-02-09,5,22.96,Desktop,Paid
853,669,2024-02-09,7,44.53,Desktop,Organic
854,339,2025-03-24,5,76.91,Desktop,Referral
855,138,2024-02-27,2,93.25,Mobile,Organic
856,860,2025-10-19,3,34.68,Tablet,Referral
857,767,2024-12-27,6,72.74,Mobile,Paid
858,888,2025-08-07,4,74.31,Mobile,Referral
859,745,2025-07-14,8,74.61,Desktop,Paid
860,819,2024-12-06,5,73.71,Desktop,Referral
861,124,2024-07-12,5,77.12,Tablet,Paid
862,310,2023-12-27,3,86.8,Mobile,Organic
863,381,2024-08-05,11,57.76,Tablet,Paid
864,688,2025-08-22,14,54.91,Mobile,Paid
865,923,2025-10-03,11,61.06,Desktop,Organic
866,249,2023-12-23,12,79.93,Tablet,Paid
867,706,2024-02-25,4,63.54,Tablet,Organic
868,335,2024-06-02,4,97.11,Mobile,Paid
869,196,2025-06-12,9,79.6,Tablet,Paid
870,136,2024-05-07,15,18.64,Desktop,Paid
871,536,2025-07-29,13,74.02,Desktop,Organic
872,161,2024-04-01,4,85.39,Desktop,Organic
873,200,2023-12-17,10,102.75,Tablet,Organic
874,622,2025-07-14,15,61.64,Mobile,Paid
875,895,2025-10-19,10,31.69,Mobile,Organic
876,967,2024-06-10,10,78.54,Desktop,Organic
877,892,2024-06-28,6,64.18,Desktop,Organic
878,935,2025-08-11,4,16.18,Desktop,Referral
879,617,2024-06-21,10,35.55,Desktop,Paid
880,487,2025-03-04,1,110.69,Desktop,Paid
881,182,2024-09-10,3,93.0,Mobile,Paid
882,40,2024-10-28,10,109.57,Mobile,Organic
883,806,2023-12-21,7,113.28,Mobile,Paid
884,348,2024-12-16,2,86.86,Tablet,Paid
885,63,2024-01-28,6,89.86,Desktop,Organic
886,456,2024-06-15,9,57.17,Tablet,Paid
887,611,2025-10-24,3,23.68,Mobile,Referral
888,934,2025-01-06,5,20.97,Desktop,Referral
889,823,2024-12-02,3,108.35,Desktop,Organic
890,271,2025-07-20,3,113.08,Mobile,Organic
891,407,2024-09-28,4,37.23,Tablet,Referral
892,7,2024-08-23,1,33.78,Desktop,Organic
893,186,2024-01-14,6,94.02,Tablet,Paid
894,167,2025-09-01,8,97.77,Desktop,Paid
895,423,2025-06-07,11,94.5,Mobile,Referral
896,156,2024-12-19,7,55.52,Desktop,Referral
897,1000,2024-11-16,7,70.92,Tablet,Referral
898,751,2024-08-25,13,8.5,Tablet,Organic
899,891,2025-07-05,8,37.97,Desktop,Organic
900,102,2025-05-29,4,88.66,Tablet,Paid
901,84,2024-03-28,2,81.84,Tablet,Paid
902,340,2024-09-03,8,52.81,Desktop,Referral
903,394,2025-06-01,14,56.98,Tablet,Referral
904,506,2025-09-27,6,18.72,Tablet,Organic
905,461,2025-04-20,11,5.81,Desktop,Referral
906,894,2024-11-20,9,46.65,Mobile,Paid
907,290,2024-03-27,9,32.67,Desktop,Paid
908,227,2024-05-23,2,97.0,Desktop,Paid
909,611,2024-01-27,1,39.09,Desktop,Referral
910,478,2025-09-01,13,110.91,Mobile,Referral
911,279,2024-09-18,13,97.66,Desktop,Referral
912,53,2025-07-09,14,44.16,Mobile,Paid
913,89,2025-07-01,7,20.74,Mobile,Referral
914,931,2024-05-10,11,100.02,Mobile,Organic
915,208,2024-02-29,7,101.32,Tablet,Paid
916,178,2024-10-01,2,59.2,Desktop,Organic
917,699,2023-12-20,3,107.36,Mobile,Referral
918,643,2025-09-08,7,27.96,Mobile,Referral
919,96,2024-04-30,9,92.36,Desktop,Organic
920,271,2025-04-27,12,19.49,Desktop,Organic
921,643,2024-12-20,15,48.46,Desktop,Organic
922,601,2025-04-12,8,37.38,Mobile,Organic
923,368,2024-12-25,6,105.48,Desktop,Paid
924,541,2025-06-17,3,118.65,Desktop,Referral
925,687,2024-01-28,10,92.23,Mobile,Paid
926,129,2024-02-10,5,7.76,Mobile,Organic
927,786,2025-04-19,13,104.48,Tablet,Organic
928,762,2025-09-22,8,17.78,Mobile,Referral
929,662,2025-05-04,2,59.6,Tablet,Organic
930,231,2025-06-30,15,5.45,Desktop,Organic
931,274,2025-07-19,12,80.58,Mobile,Referral
932,538,2024-01-11,9,3.15,Mobile,Referral
933,21,2024-08-01,14,83.71,Mobile,Paid
934,361,2025-07-20,3,58.69,Tablet,Paid
935,601,2025-10-20,2,119.43,Tablet,Organic
936,411,2025-05-18,4,31.77,Tablet,Organic
937,395,2025-07-08,13,106.91,Tablet,Paid
938,322,2024-11-05,6,65.81,Tablet,Referral
939,704,2025-09-17,12,27.99,Desktop,Paid
940,602,2023-12-24,6,38.78,Mobile,Referral
941,995,2024-04-23,5,33.16,Mobile,Paid
942,256,2025-07-12,5,77.39,Mobile,Referral
943,789,2025-09-25,8,9.6,Mobile,Organic
944,106,2025-02-17,13,81.42,Desktop,Referral
945,895,2025-03-19,15,14.77,Desktop,Referral
946,165,2024-09-19,2,64.65,Mobile,Paid
947,716,2025-09-27,11,48.46,Mobile,Organic
948,604,2025-07-21,4,26.61,Mobile,Referral
949,756,2024-05-07,7,111.12,Desktop,Referral
950,499,2024-01-15,14,77.06,Desktop,Organic
951,456,2024-10-24,5,29.32,Desktop,Paid
952,717,2024-10-04,8,113.83,Desktop,Organic
953,867,2025-10-05,10,74.97,Mobile,Organic
954,436,2024-11-22,2,10.93,Desktop,Organic
955,79,2023-12-17,11,38.36,Mobile,Paid
956,536,2023-12-10,5,42.79,Tablet,Referral
957,845,2024-08-24,12,100.62,Desktop,Paid
958,152,2025-03-05,9,55.6,Mobile,Paid
959,750,2025-03-15,13,99.43,Mobile,Paid
960,989,2024-07-05,2,117.59,Mobile,Organic
961,232,2024-10-07,12,108.98,Desktop,Organic
962,430,2025-11-08,4,24.88,Desktop,Paid
963,192,2025-03-07,3,76.42,Desktop,Organic
964,794,2025-09-30,12,98.74,Desktop,Referral
965,975,2025-09-10,3,12.64,Mobile,Referral
966,906,2024-10-03,3,8.52,Tablet,Paid
967,155,2024-10-03,12,22.73,Mobile,Referral
968,407,2025-05-16,14,106.92,Desktop,Paid
969,619,2025-03-13,3,114.69,Desktop,Referral
970,839,2024-06-07,4,99.16,Desktop,Organic
971,997,2025-09-28,9,13.5,Mobile,Organic
972,112,2025-06-07,7,7.87,Desktop,Paid
973,508,2024-03-15,7,92.72,Tablet,Paid
974,324,2025-07-16,2,77.86,Mobile,Paid
975,956,2024-06-09,11,49.44,Mobile,Organic
976,898,2024-05-17,13,24.77,Desktop,Paid
977,15,2025-05-18,2,119.0,Tablet,Referral
978,630,2024-11-22,9,25.46,Tablet,Organic
979,366,2024-01-15,7,7.26,Desktop,Paid
980,716,2023-12-22,11,50.49,Desktop,Organic
981,347,2024-12-17,5,55.49,Desktop,Paid
982,118,2024-02-21,3,25.44,Desktop,Referral
983,95,2025-06-28,12,82.34,Mobile,Organic
984,442,2025-05-12,8,24.15,Mobile,Organic
985,607,2024-08-03,13,63.0,Desktop,Referral
986,760,2025-01-09,4,66.32,Tablet,Paid
987,831,2025-08-26,12,42.47,Tablet,Referral
988,997,2023-12-06,5,32.41,Desktop,Organic
989,954,2025-07-28,11,73.65,Desktop,Paid
990,586,2023-12-20,10,18.44,Tablet,Paid
991,545,2025-02-22,12,28.16,Tablet,Organic
992,856,2024-12-18,14,60.22,Tablet,Organic
993,449,2025-10-03,5,17.56,Mobile,Referral
994,65,2025-11-08,8,20.98,Desktop,Organic
995,821,2024-01-20,13,24.75,Tablet,Paid
996,245,2024-06-30,12,52.87,Mobile,Paid
997,416,2025-04-22,11,78.85,Tablet,Paid
998,22,2024-01-06,7,34.55,Tablet,Organic
999,152,2025-02-06,6,3.95,Tablet,Referral
1000,526,2024-10-21,6,95.1,Mobile,Paid
1001,861,2024-05-01,14,63.57,Tablet,Paid
1002,387,2024-06-10,7,68.51,Tablet,Paid
1003,344,2024-04-19,11,109.42,Mobile,Referral
1004,14,2024-05-15,13,100.62,Desktop,Referral
1005,127,2024-07-18,7,41.12,Desktop,Paid
1006,658,2024-05-15,10,88.52,Desktop,Organic
1007,932,2025-09-15,2,96.8,Desktop,Paid
1008,712,2023-12-23,8,37.84,Tablet,Paid
1009,317,2025-08-11,7,110.95,Mobile,Paid
1010,308,2025-07-06,6,86.89,Desktop,Organic
1011,566,2024-10-10,7,113.14,Tablet,Referral
1012,125,2024-08-18,4,119.47,Mobile,Referral
1013,66,2025-10-20,13,84.79,Tablet,Referral
1014,565,2025-01-18,12,101.54,Tablet,Paid
1015,560,2025-07-26,1,9.05,Desktop,Organic
1016,687,2024-12-15,10,100.19,Tablet,Organic
1017,136,2024-07-14,1,29.16,Desktop,Paid
1018,556,2024-07-08,1,22.48,Desktop,Paid
1019,293,2025-10-14,5,36.27,Mobile,Referral
1020,709,2025-05-23,13,104.7,Mobile,Referral
1021,757,2025-01-23,8,106.2,Desktop,Paid
1022,23,2025-05-21,10,23.25,Mobile,Paid
1023,487,2025-01-11,15,36.16,Mobile,Organic
1024,688,2025-01-31,8,111.92,Mobile,Organic
1025,731,2024-04-27,3,8.77,Tablet,Organic
1026,429,2025-03-27,15,88.53,Desktop,Paid
1027,555,2025-10-09,7,39.6,Tablet,Referral
1028,966,2025-04-18,8,55.81,Mobile,Organic
1029,208,2024-04-10,13,64.96,Tablet,Organic
1030,660,2024-06-06,10,16.98,Desktop,Referral
1031,312,2024-11-27,6,12.78,Desktop,Organic
1032,42,2024-08-16,14,97.42,Desktop,Referral
1033,304,2025-03-09,13,54.59,Desktop,Referral
1034,523,2025-06-20,14,16.9,Tablet,Paid
1035,751,2023-12-04,6,92.78,Mobile,Organic
1036,436,2025-09-13,9,45.42,Tablet,Referral
1037,203,2025-02-20,7,67.2,Desktop,Referral
1038,789,2024-12-16,6,90.04,Mobile,Referral
1039,638,2024-04-22,10,11.09,Desktop,Paid
1040,602,2024-03-19,6,69.45,Mobile,Paid
1041,788,2025-01-10,3,101.47,Mobile,Paid
1042,636,2025-09-20,15,22.31,Mobile,Referral
1043,306,2025-10-20,4,13.93,Tablet,Paid
1044,247,2024-08-08,9,7.92,Mobile,Organic
1045,262,2025-11-08,6,54.26,Tablet,Organic
1046,586,2025-01-23,14,50.02,Mobile,Paid
1047,52,2025-09-11,3,84.64,Mobile,Organic
1048,534,2025-05-20,15,87.07,Desktop,Referral
1049,26,2024-03-18,8,73.95,Desktop,Organic
1050,916,2025-05-15,15,119.85,Desktop,Organic
1051,617,2024-09-15,15,76.73,Mobile,Paid
1052,986,2025-01-30,12,37.77,Mobile,Referral
1053,343,2024-08-18,2,60.33,Tablet,Paid
1054,823,2025-06-28,15,79.21,Tablet,Organic
1055,79,2024-06-30,5,36.65,Mobile,Organic
1056,454,2024-09-01,9,30.47,Desktop,Organic
1057,438,2024-08-01,13,71.09,Desktop,Organic
1058,516,2025-10-05,1,31.45,Mobile,Organic
1059,845,2024-02-25,15,84.47,Desktop,Paid
1060,751,2024-05-12,12,40.77,Desktop,Referral
1061,212,2025-03-25,13,95.6,Desktop,Paid
1062,383,2025-07-19,1,22.73,Desktop,Paid
1063,14,2024-02-26,11,51.83,Mobile,Paid
1064,185,2025-10-24,5,81.03,Mobile,Paid
1065,776,2025-02-19,3,47.9,Mobile,Paid
1066,234,2024-10-21,7,74.02,Desktop,Paid
1067,31,2025-07-29,3,22.18,Tablet,Referral
1068,12,2023-12-18,5,29.96,Desktop,Organic
1069,938,2024-05-14,3,83.69,Mobile,Organic
