marketing_id,customer_id,campaign_name,campaign_type,interaction_date,response,discount_used,engagement_score
451,924,Good Campaign,Email,2023-12-07,No,Yes,10
452,141,Choice Campaign,Email,2024-08-21,Clicked,Yes,10
453,704,Base Campaign,Email,2025-11-14,Clicked,No,7
454,573,During Campaign,SMS,2024-02-04,Clicked,Yes,2
455,652,Heavy Campaign,Email,2025-05-24,No,Yes,5
456,582,Provide Campaign,Coupon,2025-05-29,Yes,No,2
457,545,Deep Campaign,SMS,2024-05-27,Yes,No,7
458,115,Beat Campaign,Coupon,2024-03-30,No,No,5
459,109,Writer Campaign,Email,2024-07-31,Yes,No,5
460,644,Mean Campaign,Push,2025-04-07,Clicked,Yes,4
461,416,Future Campaign,Email,2024-02-27,No,Yes,3
462,43,Watch Campaign,Email,2024-11-09,No,Yes,7
463,507,Guy Campaign,Coupon,2025-10-08,Yes,No,6
464,479,Return Campaign,SMS,2025-02-28,Yes,No,9
465,944,Store Campaign,Email,2025-05-02,Yes,Yes,3
466,52,Security Campaign,SMS,2023-12-01,Yes,Yes,3
467,468,Girl Campaign,Email,2024-07-27,Open,Yes,5
468,390,Plan Campaign,Push,2024-07-29,Open,No,10
469,852,Production Campaign,Email,2024-11-13,Yes,No,1
470,117,Cold Campaign,Push,2023-12-29,No,Yes,8
471,316,Wind Campaign,SMS,2024-12-24,Yes,No,3
472,880,Most Campaign,Email,2024-09-05,No,Yes,10
473,896,Scene Campaign,SMS,2024-10-16,Yes,Yes,6
474,218,Prevent Campaign,Email,2023-12-01,Open,Yes,8
475,570,Middle Campaign,Email,2025-02-16,Open,No,5
476,637,Face Campaign,SMS,2025-06-30,Clicked,No,2
477,408,Note Campaign,SMS,2024-06-30,Clicked,Yes,5
478,793,Section Campaign,SMS,2025-08-06,No,Yes,6
479,692,Lot Campaign,SMS,2024-01-06,No,No,9
480,126,Factor Campaign,SMS,2025-08-17,No,Yes,2
481,259,Begin Campaign,Coupon,2025-10-31,Open,No,4
482,733,Rich Campaign,SMS,2024-09-25,Yes,No,8
483,638,Attack Campaign,Push,2024-11-16,Clicked,Yes,10
484,431,Season Campaign,Push,2024-02-15,Clicked,No,2
485,172,Provide Campaign,Coupon,2024-07-16,Yes,No,8
486,271,Film Campaign,Email,2025-04-26,Clicked,No,4
487,295,New Campaign,Email,2025-08-25,Open,Yes,7
488,984,Imagine Campaign,Push,2024-12-24,Clicked,Yes,8
489,440,Return Campaign,Push,2024-11-20,Yes,No,8
490,710,Very Campaign,Coupon,2025-01-11,Yes,Yes,4
491,403,Without Campaign,Coupon,2024-05-13,Open,No,3
492,962,Close Campaign,Push,2024-01-22,Open,No,5
493,26,Later Campaign,SMS,2023-12-16,Yes,Yes,2
494,272,Life Campaign,Push,2024-05-01,Yes,No,6
495,560,Future Campaign,Push,2024-02-19,Open,Yes,9
496,52,Soon Campaign,Push,2024-06-21,Yes,Yes,8
497,356,Camera Campaign,Push,2025-08-19,Open,No,10
498,308,Those Campaign,Push,2025-08-18,Yes,Yes,7
499,725,Smile Campaign,Email,2024-08-30,Clicked,No,6
500,650,Reach Campaign,Push,2025-07-14,No,Yes,5
501,408,Buy Campaign,SMS,2025-11-06,Open,No,8
502,17,Strategy Campaign,Email,2024-09-27,No,No,1
503,328,Practice Campaign,Email,2024-06-28,Yes,Yes,7
504,813,Present Campaign,Push,2024-07-31,Yes,No,7
505,280,Mind Campaign,SMS,2024-12-02,No,No,5
506,215,Language Campaign,SMS,2024-03-06,Yes,No,6
507,334,Even Campaign,Coupon,2025-07-15,Clicked,Yes,9
508,728,Good Campaign,Email,2024-03-27,No,Yes,7
509,238,Door Campaign,Email,2024-11-19,Open,No,1
510,236,Executive Campaign,Email,2024-08-10,No,No,5
511,540,Position Campaign,Push,2025-04-26,No,Yes,5
512,76,Investment Campaign,Coupon,2024-11-30,Clicked,No,5
513,560,Heart Campaign,Coupon,2025-03-09,Clicked,No,4
514,195,Store Campaign,SMS,2024-06-25,No,Yes,8
515,903,Friend Campaign,Push,2025-08-05,Open,No,7
516,369,Away Campaign,Coupon,2024-01-11,Yes,Yes,10
517,976,Speak Campaign,Coupon,2024-11-17,Yes,Yes,2
518,187,Help Campaign,Email,2025-06-15,No,No,2
519,755,Start Campaign,Email,2024-06-24,Yes,No,10
520,804,Put Campaign,Coupon,2023-12-21,No,Yes,8
521,813,Least Campaign,Email,2024-05-20,Yes,No,3
522,48,Foreign Campaign,Push,2024-05-14,Yes,Yes,6
523,563,Very Campaign,Push,2025-09-26,Open,Yes,9
524,392,Brother Campaign,Push,2025-11-27,Open,Yes,6
525,131,Population Campaign,Email,2024-11-13,No,Yes,9
526,351,Interesting Campaign,Email,2024-06-23,No,Yes,10
527,48,Let Campaign,Email,2024-06-17,Yes,No,4
528,557,Next Campaign,Coupon,2025-03-24,Open,Yes,4
529,871,Place Campaign,Coupon,2025-03-31,No,No,5
530,576,Late Campaign,Push,2025-02-22,Open,Yes,4
531,696,Economy Campaign,Coupon,2025-03-20,Clicked,Yes,3
532,613,Worry Campaign,Email,2025-11-14,Yes,No,5
533,141,Seven Campaign,Push,2025-01-10,No,Yes,5
534,971,Across Campaign,SMS,2024-11-13,No,Yes,8
535,288,White Campaign,Push,2023-12-02,No,Yes,5
536,379,Table Campaign,Push,2025-03-13,Clicked,No,7
537,970,Apply Campaign,SMS,2024-05-26,Open,No,7
538,623,Others Campaign,Coupon,2024-06-08,No,No,6
539,931,Design Campaign,Coupon,2025-03-16,Open,No,10
540,36,Have Campaign,SMS,2024-02-20,Yes,No,5
541,12,Since Campaign,Coupon,2025-06-01,Clicked,No,1
542,832,Mother Campaign,Push,2024-05-25,Yes,No,5
543,86,Television Campaign,SMS,2024-09-30,Clicked,No,5
544,73,Create Campaign,SMS,2025-07-02,Open,No,3
545,335,Ask Campaign,Email,2025-03-21,Open,Yes,2
546,782,Thing Campaign,Push,2024-07-11,Clicked,Yes,8
547,131,Break Campaign,Coupon,2024-02-07,Clicked,No,8
548,595,Individual Campaign,Push,2024-04-22,Open,Yes,10
549,267,Still Campaign,Coupon,2025-08-24,Clicked,No,5
550,273,Dark Campaign,Push,2025-04-02,No,No,5
551,790,Third Campaign,Push,2024-10-09,No,Yes,10
552,807,Always Campaign,Push,2024-07-20,No,No,10
553,950,Bed Campaign,Push,2024-01-23,Open,No,8
554,1,Son Campaign,Coupon,2023-12-03,Yes,Yes,5
555,100,Since Campaign,Push,2025-09-07,Clicked,Yes,4
556,796,Generation Campaign,SMS,2024-09-24,No,No,1
557,706,Parent Campaign,Push,2023-12-13,No,No,8
558,784,May Campaign,SMS,2024-05-22,Yes,Yes,2
559,705,Reach Campaign,Coupon,2024-04-08,Open,No,9
560,312,Purpose Campaign,Coupon,2024-10-26,Clicked,No,2
561,24,Clear Campaign,SMS,2025-07-11,Open,Yes,2
562,293,Consider Campaign,Push,2025-08-19,No,Yes,8
563,835,Win Campaign,SMS,2024-11-14,No,Yes,3
564,49,Fast Campaign,Email,2024-08-28,Open,Yes,9
565,695,Check Campaign,SMS,2024-05-29,Clicked,No,9
566,173,Card Campaign,Push,2025-11-29,Open,No,3
567,366,Need Campaign,SMS,2024-01-19,Yes,No,8
568,83,Fast Campaign,SMS,2025-05-28,Open,Yes,8
569,954,Song Campaign,SMS,2025-04-14,Clicked,Yes,3
570,922,Number Campaign,Email,2025-02-04,No,Yes,5
571,930,Strong Campaign,SMS,2024-01-04,Clicked,Yes,10
572,711,Size Campaign,Coupon,2024-08-26,No,Yes,9
573,45,Dinner Campaign,Email,2024-12-13,Clicked,No,9
574,268,Focus Campaign,Email,2025-11-17,Open,Yes,3
575,677,Sport Campaign,SMS,2024-10-03,Yes,No,10
576,20,Recognize Campaign,Push,2024-06-04,No,Yes,4
577,670,Plan Campaign,SMS,2024-02-06,Open,Yes,2
578,161,Computer Campaign,Coupon,2025-05-15,Yes,Yes,4
579,759,Media Campaign,Email,2025-09-09,Clicked,No,8
580,424,I Campaign,Email,2023-12-28,No,No,4
581,292,Item Campaign,Email,2024-02-01,No,No,7
582,312,On Campaign,Coupon,2023-12-20,Clicked,Yes,8
583,869,Anything Campaign,Email,2025-01-17,Open,No,10
584,640,Out Campaign,Coupon,2025-03-12,Open,Yes,9
585,971,Production Campaign,Email,2024-10-10,Open,Yes,9
586,418,Nature Campaign,Coupon,2025-04-13,Clicked,Yes,6
587,772,Space Campaign,SMS,2024-08-14,Clicked,Yes,6
588,678,Environmental Campaign,Coupon,2024-07-16,No,No,6
589,872,Least Campaign,SMS,2024-10-11,No,No,10
590,65,Real Campaign,Email,2025-08-02,Clicked,No,7
591,208,Rule Campaign,SMS,2024-02-11,Yes,No,1
592,716,Appear Campaign,Coupon,2024-04-06,Clicked,No,4
593,565,Beautiful Campaign,SMS,2024-08-06,Clicked,No,4
594,531,Summer Campaign,Email,2024-05-23,No,No,7
595,315,Property Campaign,SMS,2024-10-02,Clicked,Yes,6
596,204,Two Campaign,Coupon,2023-12-29,Open,Yes,5
597,345,Move Campaign,Email,2024-09-26,Clicked,No,5
598,812,Along Campaign,Email,2025-11-22,No,No,6
599,788,Face Campaign,SMS,2024-07-11,No,No,2
600,4,Across Campaign,Push,2023-12-16,No,Yes,2
601,899,Student Campaign,Coupon,2024-01-16,Open,Yes,5
602,906,Democrat Campaign,Email,2024-07-05,No,No,6
603,511,Debate Campaign,SMS,2024-11-06,Clicked,Yes,9
604,160,Where Campaign,Push,2024-07-12,Open,Yes,2
605,981,First Campaign,Email,2025-01-07,Yes,Yes,3
606,770,On Campaign,Coupon,2024-10-05,Clicked,No,5
607,695,Accept Campaign,SMS,2024-11-24,Yes,No,3
608,698,Away Campaign,Coupon,2025-03-09,Yes,No,10
609,483,This Campaign,Coupon,2024-07-20,Open,No,8
610,891,Too Campaign,SMS,2025-10-11,Open,No,7
611,591,Goal Campaign,Push,2025-02-08,Yes,Yes,4
612,167,Truth Campaign,Coupon,2024-09-19,Clicked,Yes,2
613,790,Discuss Campaign,SMS,2025-07-23,Clicked,No,4
614,64,Leg Campaign,Email,2025-04-06,No,Yes,6
615,574,Small Campaign,Push,2025-04-07,No,No,10
616,30,Effort Campaign,Email,2025-02-25,Open,Yes,3
617,231,House Campaign,Push,2025-08-25,Yes,Yes,8
618,729,Study Campaign,Coupon,2025-01-05,Clicked,Yes,9
619,426,Upon Campaign,Push,2025-03-02,No,Yes,10
620,305,New Campaign,Coupon,2024-06-27,Open,No,1
621,577,Inside Campaign,Push,2024-12-29,Clicked,Yes,1
622,326,Instead Campaign,Email,2024-06-12,Open,No,9
623,678,Skin Campaign,SMS,2025-01-04,Yes,Yes,2
624,624,Mention Campaign,Push,2024-01-22,No,Yes,6
625,752,Body Campaign,Email,2024-11-26,Yes,Yes,8
626,497,Without Campaign,Email,2023-12-09,Open,No,7
627,264,Half Campaign,Push,2025-10-27,Yes,Yes,2
628,503,General Campaign,Coupon,2025-04-17,No,Yes,5
629,873,Every Campaign,Email,2024-06-08,Open,No,1
630,960,Explain Campaign,Coupon,2024-10-09,Clicked,Yes,3
631,780,Keep Campaign,Email,2025-08-18,Open,Yes,7
632,609,Up Campaign,SMS,2024-02-20,Yes,Yes,6
633,807,Admit Campaign,Email,2023-12-19,Clicked,Yes,7
634,783,Hair Campaign,Coupon,2024-01-10,No,No,4
635,308,Election Campaign,Coupon,2025-11-14,Clicked,No,5
636,405,Pay Campaign,Coupon,2025-10-22,Yes,Yes,6
637,971,Class Campaign,Coupon,2024-11-18,No,Yes,6
638,763,Wait Campaign,Coupon,2025-08-10,Clicked,No,4
639,327,Increase Campaign,Coupon,2024-11-27,Clicked,No,4
640,863,Amount Campaign,SMS,2023-12-03,Open,No,9
641,503,Possible Campaign,Push,2025-07-07,No,No,6
642,934,Voice Campaign,Push,2024-01-24,Yes,No,6
643,890,Leave Campaign,Coupon,2024-11-09,No,No,5
644,97,Memory Campaign,SMS,2024-12-11,Yes,No,3
645,854,Total Campaign,Coupon,2025-07-16,Open,No,8
646,97,Example Campaign,SMS,2025-09-29,Open,Yes,4
647,136,Word Campaign,Coupon,2024-05-20,Clicked,No,8
648,558,Small Campaign,Email,2025-04-20,No,No,2
649,6,Thank Campaign,SMS,2024-12-07,Yes,Yes,7
650,485,Interesting Campaign,Push,2024-07-30,Yes,Yes,7
651,26,Property Campaign,Push,2025-02-17,Clicked,Yes,9
652,202,School Campaign,SMS,2025-11-03,Yes,No,7
653,501,Certainly Campaign,Coupon,2024-07-27,No,No,5
654,767,Mission Campaign,SMS,2025-03-06,Open,Yes,8
655,452,Century Campaign,SMS,2024-05-01,No,Yes,4
656,763,Anything Campaign,Push,2025-08-19,No,Yes,2
657,422,Professional Campaign,Push,2024-05-04,Clicked,Yes,1
658,244,Go Campaign,Coupon,2025-08-24,Open,No,8
659,968,So Campaign,Coupon,2025-11-24,Open,No,8
660,64,Design Campaign,Coupon,2023-12-28,No,Yes,1
661,487,Indicate Campaign,Push,2024-11-08,No,Yes,9
662,938,Wish Campaign,Push,2025-01-12,Clicked,Yes,6
663,301,Same Campaign,Push,2024-02-18,Open,No,5
664,264,Tonight Campaign,Coupon,2024-02-23,Yes,Yes,8
665,645,Student Campaign,Email,2025-11-22,Open,Yes,10
666,810,Firm Campaign,Coupon,2025-10-17,Yes,No,5
667,980,Probably Campaign,Push,2024-01-26,Clicked,Yes,6
668,181,Painting Campaign,Push,2024-11-07,No,Yes,10
669,780,At Campaign,Coupon,2024-02-20,No,No,3
670,335,Both Campaign,Push,2025-02-17,Yes,Yes,2
671,443,Place Campaign,Coupon,2025-05-29,No,No,9
672,991,Rock Campaign,Email,2025-07-11,Open,Yes,6
673,382,Claim Campaign,Coupon,2024-10-23,Open,Yes,8
674,241,See Campaign,SMS,2025-09-06,No,No,7
675,461,Nice Campaign,Push,2024-01-09,Yes,No,5
676,776,Tend Campaign,Push,2023-12-28,Open,No,2
677,114,Happy Campaign,Coupon,2024-07-02,Yes,Yes,10
678,998,Issue Campaign,Push,2025-03-22,No,No,6
679,574,Light Campaign,Coupon,2023-12-18,Open,Yes,3
680,763,Single Campaign,Push,2024-04-10,Clicked,No,2
681,235,Produce Campaign,Push,2025-11-15,Open,Yes,1
682,761,Wish Campaign,Push,2024-02-10,Clicked,Yes,1
683,514,Result Campaign,Push,2024-06-25,Yes,Yes,10
684,961,Class Campaign,Email,2024-07-09,Clicked,Yes,2
685,307,Suggest Campaign,SMS,2024-07-15,Clicked,No,8
686,326,More Campaign,Coupon,2024-02-04,No,No,7
687,191,His Campaign,Coupon,2025-08-20,Open,No,2
688,11,Sing Campaign,SMS,2024-09-02,Yes,No,8
689,548,And Campaign,Coupon,2024-08-15,No,Yes,1
690,38,Conference Campaign,Push,2025-09-19,Open,No,6
691,765,Bed Campaign,Push,2025-03-03,Yes,No,4
692,579,Until Campaign,Coupon,2024-10-23,Open,Yes,10
693,147,Upon Campaign,SMS,2024-11-11,Clicked,Yes,1
694,240,Heavy Campaign,Email,2024-07-03,Clicked,No,3
695,449,Full Campaign,Push,2024-05-24,Clicked,Yes,5
696,756,Seven Campaign,Email,2024-05-28,Yes,No,7
697,865,Various Campaign,Coupon,2024-05-29,Clicked,No,9
698,936,To Campaign,Email,2025-04-29,Open,No,3
699,379,Still Campaign,Coupon,2025-04-27,Clicked,No,7
700,429,Range Campaign,Email,2025-01-06,Clicked,No,2
701,976,This Campaign,Push,2024-07-22,No,Yes,7
702,314,Realize Campaign,Coupon,2025-04-28,Open,No,7
703,931,Director Campaign,Push,2025-02-10,Open,Yes,5
704,865,Onto Campaign,Email,2025-06-19,No,Yes,8
705,409,Else Campaign,SMS,2024-10-11,Open,Yes,4
706,770,Traditional Campaign,Push,2025-05-27,Yes,Yes,8
707,635,Again Campaign,SMS,2025-11-17,No,Yes,1
708,399,Report Campaign,Coupon,2024-08-21,Yes,No,10
709,975,Modern Campaign,Push,2024-09-15,No,Yes,1
710,59,Long Campaign,Email,2025-11-29,Clicked,Yes,8
711,189,Grow Campaign,Push,2024-04-03,Open,Yes,3
712,943,Two Campaign,Coupon,2024-05-25,Open,Yes,3
713,973,Front Campaign,SMS,2025-02-12,Clicked,No,2
714,56,Often Campaign,SMS,2024-02-22,Clicked,Yes,7
715,100,Chair Campaign,Push,2024-12-06,Clicked,Yes,8
716,437,Behind Campaign,Push,2025-07-24,No,Yes,10
717,59,Who Campaign,Coupon,2025-05-10,Clicked,Yes,8
718,782,Cold Campaign,SMS,2023-12-20,Clicked,Yes,10
719,149,Imagine Campaign,SMS,2025-08-26,Yes,Yes,6
720,816,Court Campaign,Email,2024-05-11,Clicked,Yes,5
721,967,Keep Campaign,Coupon,2025-06-16,Yes,Yes,6
722,14,Ever Campaign,Coupon,2024-05-29,No,Yes,3
723,878,Director Campaign,SMS,2024-09-04,No,No,10
724,82,Yes Campaign,Push,2024-06-06,Clicked,No,8
725,548,Policy Campaign,Coupon,2025-11-03,Open,No,2
726,103,Hospital Campaign,Email,2023-11-30,Clicked,Yes,10
727,984,Information Campaign,Push,2025-10-10,No,No,10
728,461,Mean Campaign,Coupon,2025-11-26,Clicked,No,5
729,154,Put Campaign,Push,2025-07-10,No,No,8
730,430,Music Campaign,SMS,2024-01-12,No,Yes,8
731,849,Example Campaign,SMS,2024-07-28,Yes,No,10
732,725,Fight Campaign,SMS,2025-03-23,Yes,Yes,5
733,851,Smile Campaign,Email,2025-05-22,No,No,8
734,403,Indicate Campaign,Email,2025-08-10,Yes,Yes,4
735,370,Able Campaign,SMS,2025-02-26,Clicked,No,5
736,301,Like Campaign,SMS,2025-02-25,Yes,Yes,8
737,186,Option Campaign,Email,2024-04-17,No,No,6
738,99,Poor Campaign,SMS,2024-09-23,Clicked,Yes,4
739,21,Standard Campaign,Email,2025-03-30,Yes,No,5
740,75,There Campaign,Email,2024-10-08,Open,Yes,4
741,779,Age Campaign,Push,2024-08-26,Open,Yes,7
742,525,Theory Campaign,Push,2024-05-14,Clicked,No,10
743,666,Medical Campaign,Push,2025-06-10,No,Yes,4
744,717,Then Campaign,Push,2024-09-24,Yes,Yes,6
745,947,Gun Campaign,Email,2025-06-09,Yes,Yes,2
746,275,Beautiful Campaign,Email,2024-02-24,Open,Yes,7
747,162,Reflect Campaign,SMS,2025-06-26,No,Yes,2
748,848,Station Campaign,Email,2025-03-20,Open,No,9
749,110,Wall Campaign,Coupon,2024-12-04,Clicked,Yes,8
750,590,Order Campaign,SMS,2025-04-16,Clicked,No,4
751,758,Same Campaign,Push,2025-09-05,Yes,No,6
752,715,Over Campaign,Coupon,2024-11-18,No,No,10
753,591,Writer Campaign,Push,2024-05-30,Yes,Yes,3
754,442,Black Campaign,Email,2024-02-18,Open,Yes,4
755,386,Policy Campaign,Email,2024-11-16,No,Yes,6
756,648,Mother Campaign,SMS,2024-05-16,No,No,8
757,675,Attention Campaign,SMS,2025-02-13,Clicked,No,6
758,288,Loss Campaign,Coupon,2025-10-05,No,No,9
759,41,Meeting Campaign,SMS,2024-07-22,No,No,7
760,849,House Campaign,Email,2025-07-14,Yes,No,10
761,583,Hospital Campaign,SMS,2024-10-27,Yes,No,2
762,709,Authority Campaign,Push,2025-05-22,Clicked,No,5
763,134,Claim Campaign,Push,2025-11-08,No,No,6
764,655,Page Campaign,Push,2024-03-29,No,Yes,6
765,122,Research Campaign,Push,2024-06-29,Yes,Yes,7
766,648,Rise Campaign,Coupon,2024-12-27,Open,No,8
767,939,Factor Campaign,Email,2024-12-18,Open,No,6
768,905,Firm Campaign,Email,2025-06-09,Clicked,No,7
769,964,Big Campaign,SMS,2025-06-13,Clicked,Yes,2
770,309,Student Campaign,SMS,2024-03-27,No,Yes,9
771,160,Food Campaign,Coupon,2025-11-20,Yes,No,5
772,413,Pm Campaign,Push,2025-11-12,No,No,2
773,931,Statement Campaign,Coupon,2024-04-30,Clicked,No,3
774,47,Company Campaign,Email,2025-08-06,Open,No,2
775,399,Group Campaign,Email,2025-07-01,Open,No,6
776,102,Describe Campaign,SMS,2025-08-21,No,No,1
777,401,Remember Campaign,Email,2025-02-07,Clicked,Yes,2
778,274,Black Campaign,Email,2025-08-29,Clicked,No,1
779,196,Laugh Campaign,SMS,2024-08-27,Open,Yes,9
780,560,Whose Campaign,Coupon,2025-09-16,No,Yes,1
781,445,Fact Campaign,SMS,2025-01-11,No,No,9
782,158,President Campaign,SMS,2024-09-17,Clicked,Yes,10
783,758,Number Campaign,Push,2025-09-26,No,No,7
784,94,Could Campaign,Coupon,2024-08-11,Clicked,No,2
785,432,Nature Campaign,Push,2025-04-26,No,No,8
786,767,Song Campaign,Push,2024-06-06,Clicked,Yes,8
787,586,Report Campaign,Push,2025-09-09,No,Yes,6
788,5,Soon Campaign,SMS,2025-03-26,No,Yes,6
789,415,Election Campaign,SMS,2024-03-28,Clicked,Yes,5
790,245,Nation Campaign,Email,2025-10-02,Clicked,No,5
791,642,Statement Campaign,Coupon,2024-12-06,Yes,No,2
792,97,Quickly Campaign,Coupon,2025-04-24,No,No,6
793,927,Great Campaign,SMS,2025-08-21,Yes,Yes,5
794,925,Recognize Campaign,Coupon,2024-09-26,Yes,No,10
795,276,Own Campaign,Coupon,2025-02-01,Clicked,Yes,8
796,416,Maybe Campaign,Coupon,2024-11-16,Yes,Yes,6
797,6,Expert Campaign,Push,2025-04-28,Clicked,Yes,7
798,210,Less Campaign,Push,2024-02-09,Open,Yes,1
799,860,Light Campaign,Coupon,2024-06-19,No,No,8
800,94,Leader Campaign,Coupon,2025-05-27,No,Yes,4
801,723,Hard Campaign,Coupon,2024-01-29,Yes,Yes,8
802,88,Hundred Campaign,Push,2025-11-17,No,No,5
803,177,State Campaign,Push,2024-06-04,Yes,No,1
804,93,From Campaign,Push,2024-06-29,No,Yes,5
805,683,Pass Campaign,Push,2025-02-19,Yes,No,2
806,559,Water Campaign,Email,2024-05-03,Yes,No,5
807,102,Although Campaign,SMS,2025-08-05,Open,Yes,3
808,337,Medical Campaign,SMS,2024-03-05,Yes,Yes,5
809,382,After Campaign,SMS,2025-10-24,No,Yes,10
810,41,High Campaign,SMS,2025-07-16,Open,Yes,10
811,335,Gas Campaign,Push,2024-12-08,Clicked,No,3
812,491,Floor Campaign,Push,2025-11-11,Clicked,No,7
813,132,Share Campaign,SMS,2025-03-16,Open,Yes,9
814,561,Position Campaign,Push,2024-09-28,No,No,4
815,964,Everyone Campaign,Push,2024-11-06,No,No,10
816,635,Range Campaign,SMS,2025-11-26,Yes,No,5
817,372,Student Campaign,Email,2023-12-25,Open,Yes,8
818,691,Section Campaign,Coupon,2024-10-29,Open,Yes,6
819,229,Develop Campaign,Coupon,2023-12-04,Clicked,No,1
820,375,Pull Campaign,SMS,2024-09-08,Yes,No,9
821,154,Thing Campaign,Push,2024-09-07,Clicked,No,4
822,708,Follow Campaign,Coupon,2025-02-06,Open,Yes,4
823,157,Doctor Campaign,Coupon,2025-04-10,Yes,No,10
824,615,Space Campaign,Push,2024-02-16,No,Yes,7
825,461,Lay Campaign,Push,2024-12-05,Yes,No,9
826,905,Not Campaign,Push,2025-10-07,Clicked,Yes,1
827,663,Market Campaign,Email,2024-05-25,No,Yes,6
828,438,Really Campaign,SMS,2025-08-31,Yes,No,5
829,546,Mind Campaign,SMS,2024-08-04,No,Yes,3
830,694,Blue Campaign,SMS,2024-11-23,Open,Yes,2
831,367,Great Campaign,Coupon,2025-03-15,Open,Yes,5
832,746,Trade Campaign,Push,2024-03-06,Clicked,No,10
833,417,Item Campaign,Push,2024-02-29,Open,Yes,8
834,592,Such Campaign,Coupon,2025-10-14,Open,Yes,10
835,227,Organization Campaign,Push,2025-06-08,Open,Yes,2
836,430,Contain Campaign,SMS,2024-03-03,No,Yes,3
837,262,Chance Campaign,Coupon,2024-09-26,Clicked,No,4
838,262,She Campaign,Coupon,2024-03-14,No,No,3
839,380,Able Campaign,SMS,2024-08-19,Yes,No,5
840,754,Themselves Campaign,Push,2023-12-19,Yes,Yes,9
841,62,Pass Campaign,Coupon,2024-09-30,Open,Yes,1
842,483,Exactly Campaign,Email,2025-05-24,No,No,8
843,286,Special Campaign,SMS,2025-08-21,Open,Yes,6
844,711,Position Campaign,Coupon,2025-02-28,Yes,Yes,3
845,371,Town Campaign,Push,2025-02-04,Yes,No,2
846,552,Water Campaign,Email,2025-03-19,Open,No,10
847,246,Arm Campaign,Coupon,2024-04-24,Open,Yes,9
848,406,Message Campaign,Email,2025-11-24,Yes,Yes,5
849,970,Interview Campaign,Email,2025-10-11,Yes,No,2
850,69,Your Campaign,Email,2024-09-13,Yes,No,6
851,306,Rule Campaign,Push,2025-07-04,No,Yes,1
852,336,Effect Campaign,SMS,2024-06-21,Yes,Yes,3
853,179,Fire Campaign,Coupon,2024-09-30,Clicked,No,10
854,865,Treatment Campaign,Email,2024-07-21,Yes,Yes,7
855,914,Budget Campaign,Push,2024-10-06,Yes,Yes,10
856,786,Half Campaign,Coupon,2024-05-10,Clicked,Yes,1
857,808,Develop Campaign,Coupon,2025-08-27,Open,No,6
858,533,Here Campaign,Push,2025-03-04,Clicked,No,8
859,920,Personal Campaign,Email,2025-01-18,Yes,No,1
860,717,Major Campaign,Coupon,2025-05-22,Clicked,No,3
861,889,Man Campaign,SMS,2025-03-06,Open,Yes,10
862,868,Capital Campaign,SMS,2024-11-11,Open,Yes,7
863,748,Approach Campaign,SMS,2023-12-12,Yes,No,10
864,550,Record Campaign,Email,2024-02-16,Clicked,No,3
865,338,Anyone Campaign,Push,2025-11-28,Open,No,9
866,902,Break Campaign,Coupon,2024-07-16,No,No,3
867,771,Candidate Campaign,Push,2025-04-27,Clicked,Yes,6
868,563,Goal Campaign,SMS,2025-04-01,Yes,No,9
869,6,Question Campaign,SMS,2025-04-14,Yes,Yes,4
870,697,Entire Campaign,SMS,2024-08-10,Yes,Yes,10
871,961,Maintain Campaign,Push,2024-09-05,No,Yes,6
872,465,Look Campaign,Coupon,2024-12-11,Open,No,6
873,769,Town Campaign,Email,2023-12-03,Yes,Yes,4
874,751,Drop Campaign,Coupon,2025-09-17,Open,Yes,8
875,895,Space Campaign,Push,2025-10-08,Clicked,No,8
876,418,Field Campaign,Email,2024-05-27,No,Yes,10
877,975,Possible Campaign,SMS,2025-03-09,Clicked,No,3
878,812,Everyone Campaign,SMS,2025-06-09,No,Yes,5
879,695,Effect Campaign,Email,2024-06-01,Open,Yes,4
880,878,Record Campaign,Coupon,2024-06-11,Open,No,7
881,1,Away Campaign,SMS,2025-04-26,Yes,Yes,4
882,956,Tell Campaign,Coupon,2024-03-11,Yes,Yes,2
883,682,Wall Campaign,Push,2024-12-03,Clicked,Yes,6
884,789,Receive Campaign,Coupon,2025-05-23,Yes,No,7
885,829,Everybody Campaign,SMS,2025-09-12,Open,No,3
886,510,Rule Campaign,Push,2024-02-14,No,Yes,2
887,352,Not Campaign,Email,2025-06-14,No,Yes,7
888,14,Member Campaign,Email,2025-01-23,Clicked,No,8
889,240,Cell Campaign,Coupon,2024-10-01,Yes,Yes,9
890,277,Consumer Campaign,SMS,2024-10-03,Open,Yes,4
891,876,He Campaign,Push,2025-07-02,Yes,No,9
892,776,Yes Campaign,Email,2025-02-24,Open,No,5
893,315,History Campaign,SMS,2024-03-26,Yes,Yes,9
894,701,Management Campaign,Coupon,2024-09-06,Open,No,9
895,801,Month Campaign,SMS,2024-08-06,Clicked,Yes,7
896,866,Great Campaign,Coupon,2024-03-06,Open,No,4
897,891,Institution Campaign,Push,2025-03-13,Open,No,4
898,48,Environmental Campaign,SMS,2025-09-07,Open,Yes,10
899,584,Body Campaign,SMS,2025-09-21,Yes,Yes,5
900,864,Dog Campaign,SMS,2025-04-16,Open,No,1
901,562,Guess Campaign,SMS,2024-01-11,Clicked,Yes,8
902,110,Expect Campaign,Push,2024-08-11,Yes,No,6
