transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount,payment_method,channel
947,406,167,2025-07-25,5,78.03,390.15,Bank Transfer,Store
948,358,19,2025-01-17,1,247.1,247.1,Credit Card,Store
949,409,48,2025-03-11,1,211.99,211.99,Cash,Online
950,101,125,2024-01-26,5,301.5,1507.5,Credit Card,Online
951,532,31,2025-06-29,1,58.52,58.52,PayPal,Store
952,942,172,2023-12-29,5,88.56,442.8,Bank Transfer,Online
953,978,197,2025-02-24,5,78.08,390.4,Credit Card,Online
954,203,162,2025-04-09,1,471.06,471.06,PayPal,Store
955,777,108,2024-11-04,2,119.11,238.22,Bank Transfer,Store
956,251,159,2025-10-12,1,174.94,174.94,Bank Transfer,Store
957,671,128,2025-10-07,5,147.45,737.25,Credit Card,Store
958,596,170,2024-11-13,3,377.01,1131.03,Bank Transfer,Store
959,491,133,2025-03-23,4,107.63,430.52,Bank Transfer,Online
960,187,146,2024-11-10,2,310.15,620.3,Bank Transfer,Store
961,320,81,2025-01-20,2,29.76,59.52,PayPal,Online
962,374,129,2024-01-10,2,68.43,136.86,Cash,Store
963,133,60,2025-10-08,3,284.4,853.1999999999999,Cash,Store
964,266,159,2025-10-15,4,451.11,1804.44,Credit Card,Online
965,115,176,2024-03-19,5,388.71,1943.55,Bank Transfer,Online
966,198,138,2024-05-28,1,466.66,466.66,Bank Transfer,Store
967,453,7,2025-04-09,5,333.04,1665.2,Credit Card,Store
968,311,90,2024-07-21,4,391.49,1565.96,Cash,Store
969,796,102,2025-08-15,4,378.78,1515.12,Cash,Store
970,675,108,2025-07-26,1,363.89,363.89,Bank Transfer,Store
971,164,129,2025-03-31,1,402.34,402.34,PayPal,Online
972,588,18,2024-06-24,1,291.43,291.43,PayPal,Online
973,406,193,2024-09-02,4,312.71,1250.84,Credit Card,Online
974,744,74,2024-10-26,4,69.82,279.28,PayPal,Online
975,416,199,2024-12-31,1,247.38,247.38,PayPal,Online
976,779,46,2024-07-13,3,386.14,1158.42,Bank Transfer,Store
977,175,119,2024-06-21,4,387.17,1548.68,Bank Transfer,Store
978,878,77,2024-10-15,2,37.25,74.5,Cash,Store
979,405,71,2024-12-01,4,107.48,429.92,PayPal,Store
980,232,157,2025-02-18,5,237.62,1188.1,Bank Transfer,Store
981,642,153,2025-08-20,1,374.34,374.34,Credit Card,Online
982,630,81,2024-07-14,3,71.63,214.89,Credit Card,Online
983,747,35,2023-12-19,2,295.34,590.68,Credit Card,Online
984,799,101,2025-11-09,3,272.89,818.67,PayPal,Online
985,29,126,2025-07-13,3,419.41,1258.23,PayPal,Store
986,714,54,2024-05-28,1,399.72,399.72,Bank Transfer,Store
987,511,154,2025-08-27,2,355.75,711.5,Credit Card,Online
988,671,70,2025-07-21,4,323.31,1293.24,PayPal,Online
989,909,101,2024-10-23,1,391.1,391.1,Cash,Store
990,816,175,2025-06-15,3,25.43,76.28999999999999,PayPal,Store
991,645,196,2025-09-25,3,351.95,1055.85,Cash,Online
992,428,109,2024-10-26,3,64.8,194.39999999999998,Cash,Online
993,932,18,2024-07-18,4,47.44,189.76,Credit Card,Online
994,747,37,2025-08-23,3,324.98,974.94,Cash,Online
995,831,12,2023-12-16,2,432.28,864.56,Credit Card,Store
996,183,154,2024-01-20,4,279.62,1118.48,Cash,Store
997,485,41,2024-10-30,1,49.29,49.29,Cash,Store
998,317,68,2024-05-17,2,474.08,948.16,PayPal,Store
999,217,177,2025-11-27,4,319.29,1277.16,Bank Transfer,Store
1000,174,170,2024-03-13,1,122.7,122.7,Credit Card,Store
1001,810,145,2025-03-20,5,102.73,513.65,Credit Card,Online
1002,169,98,2024-08-04,2,292.32,584.64,Credit Card,Online
1003,672,163,2024-12-06,2,132.05,264.1,Bank Transfer,Store
1004,999,82,2024-05-17,3,278.94,836.8199999999999,PayPal,Online
1005,238,17,2025-07-11,4,430.86,1723.44,PayPal,Online
1006,43,135,2024-12-21,2,85.05,170.1,Bank Transfer,Online
1007,860,136,2024-12-27,3,154.93,464.79,Credit Card,Online
1008,460,81,2025-04-27,5,176.21,881.0500000000001,PayPal,Store
1009,894,185,2024-05-09,4,108.08,432.32,Credit Card,Online
1010,973,193,2025-10-04,2,402.75,805.5,Bank Transfer,Store
1011,388,135,2024-03-01,2,344.12,688.24,Bank Transfer,Store
1012,646,115,2024-08-31,5,213.88,1069.4,Bank Transfer,Online
1013,121,133,2025-02-24,4,150.77,603.08,Cash,Online
1014,109,48,2024-12-20,2,325.21,650.42,PayPal,Online
1015,316,193,2024-09-09,2,103.37,206.74,Bank Transfer,Online
1016,865,199,2024-11-15,4,371.5,1486.0,PayPal,Store
1017,641,82,2025-05-31,2,155.87,311.74,Bank Transfer,Store
1018,783,72,2025-11-11,3,16.47,49.41,Credit Card,Store
1019,637,82,2024-04-02,5,46.77,233.85000000000002,PayPal,Online
1020,928,27,2025-03-11,2,49.65,99.3,Bank Transfer,Online
1021,857,49,2025-11-05,1,302.9,302.9,PayPal,Online
1022,377,43,2025-05-29,3,349.61,1048.83,Cash,Store
1023,625,141,2025-05-02,4,396.2,1584.8,Credit Card,Online
1024,358,87,2024-03-23,1,480.24,480.24,Credit Card,Store
1025,595,7,2025-04-27,5,285.01,1425.05,Bank Transfer,Online
1026,438,65,2024-11-05,3,237.33,711.99,Credit Card,Online
1027,953,186,2024-05-29,2,181.76,363.52,Cash,Online
1028,98,110,2024-02-19,4,169.89,679.56,Bank Transfer,Online
1029,912,170,2024-12-29,1,403.72,403.72,Credit Card,Online
1030,479,16,2024-09-30,4,386.35,1545.4,PayPal,Store
1031,675,94,2025-02-06,3,246.69,740.0699999999999,Bank Transfer,Store
1032,215,92,2025-07-23,4,300.53,1202.12,Cash,Store
1033,451,2,2025-06-29,5,182.77,913.85,Cash,Online
1034,412,69,2024-05-09,5,306.16,1530.8000000000002,Cash,Online
1035,552,46,2025-06-03,4,400.98,1603.92,PayPal,Store
1036,608,15,2023-12-29,1,474.45,474.45,Cash,Store
1037,740,108,2024-03-15,2,44.71,89.42,Cash,Store
1038,95,62,2025-02-10,3,46.71,140.13,Bank Transfer,Online
1039,670,43,2025-09-04,5,99.5,497.5,Credit Card,Store
1040,277,2,2024-02-06,3,309.5,928.5,PayPal,Online
1041,77,95,2024-08-13,3,258.83,776.49,PayPal,Store
1042,316,62,2025-02-06,5,254.28,1271.4,PayPal,Store
1043,502,187,2024-09-11,4,247.79,991.16,Credit Card,Online
1044,254,92,2025-11-14,2,244.84,489.68,PayPal,Online
1045,23,28,2025-05-30,2,268.33,536.66,PayPal,Store
1046,258,8,2025-04-27,3,228.94,686.8199999999999,PayPal,Store
1047,803,50,2024-07-23,2,200.95,401.9,Cash,Online
1048,781,141,2025-04-12,4,107.88,431.52,PayPal,Online
1049,621,140,2024-04-05,5,249.77,1248.8500000000001,PayPal,Online
1050,374,22,2025-08-29,1,33.79,33.79,PayPal,Store
1051,267,175,2024-05-24,1,287.85,287.85,Bank Transfer,Store
1052,750,97,2024-05-24,5,331.31,1656.55,PayPal,Store
1053,944,100,2024-04-13,5,82.17,410.85,Cash,Store
1054,144,104,2024-07-20,3,150.23,450.68999999999994,PayPal,Store
1055,446,96,2024-02-08,5,73.37,366.85,Bank Transfer,Online
1056,280,14,2024-09-16,3,325.39,976.17,Cash,Online
1057,926,80,2025-09-23,1,448.42,448.42,Credit Card,Online
1058,520,66,2025-06-23,2,34.89,69.78,Credit Card,Online
1059,212,135,2024-09-14,4,38.7,154.8,PayPal,Online
1060,778,20,2024-01-22,4,42.9,171.6,Bank Transfer,Online
1061,647,106,2025-01-30,5,465.83,2329.15,Cash,Store
1062,547,152,2024-08-25,2,317.31,634.62,PayPal,Online
1063,483,14,2025-03-30,1,117.14,117.14,Cash,Online
1064,650,52,2025-06-25,3,262.88,788.64,Cash,Store
1065,192,46,2024-06-14,4,121.59,486.36,Bank Transfer,Online
1066,147,15,2025-01-20,5,147.44,737.2,Bank Transfer,Online
1067,218,193,2024-06-09,1,353.13,353.13,Cash,Online
1068,935,161,2025-02-24,2,260.34,520.68,Credit Card,Store
1069,260,65,2024-10-31,4,233.92,935.68,PayPal,Online
1070,561,110,2025-08-10,5,342.32,1711.6,Bank Transfer,Online
1071,193,119,2024-09-27,1,13.98,13.98,Cash,Online
1072,659,19,2023-12-18,3,125.3,375.9,Cash,Store
1073,299,97,2024-11-26,4,471.89,1887.56,Credit Card,Store
1074,520,200,2025-11-06,5,253.87,1269.35,PayPal,Store
1075,955,4,2024-05-09,3,284.11,852.33,Cash,Online
1076,908,150,2024-07-19,4,289.79,1159.16,Cash,Online
1077,171,123,2024-07-13,1,221.24,221.24,PayPal,Store
1078,448,200,2025-08-08,4,418.85,1675.4,Credit Card,Online
1079,911,178,2024-09-23,3,182.99,548.97,PayPal,Store
1080,709,31,2025-09-17,4,266.86,1067.44,PayPal,Store
1081,131,90,2024-11-29,2,30.98,61.96,Cash,Store
1082,81,198,2025-06-02,4,93.75,375.0,Cash,Store
1083,32,41,2024-06-14,3,309.37,928.11,Credit Card,Online
1084,359,110,2024-09-26,2,394.07,788.14,Cash,Store
1085,827,63,2024-04-15,3,339.38,1018.14,Cash,Store
1086,783,199,2025-06-16,2,413.75,827.5,Bank Transfer,Online
1087,184,122,2024-03-04,4,412.79,1651.16,Cash,Online
1088,800,131,2024-08-24,1,134.64,134.64,Bank Transfer,Online
1089,389,11,2025-06-29,1,7.78,7.78,PayPal,Online
1090,788,148,2025-04-04,4,198.69,794.76,Bank Transfer,Online
1091,564,75,2025-02-16,1,94.84,94.84,Bank Transfer,Store
1092,919,154,2024-09-02,3,280.99,842.97,PayPal,Online
1093,721,171,2025-01-26,3,291.2,873.5999999999999,Cash,Store
1094,368,22,2024-07-07,5,175.21,876.0500000000001,Bank Transfer,Store
1095,94,101,2025-04-18,3,309.0,927.0,PayPal,Store
1096,96,156,2024-02-01,5,329.97,1649.8500000000001,Credit Card,Online
1097,21,155,2025-11-14,1,485.52,485.52,Bank Transfer,Store
1098,777,164,2025-03-31,2,410.21,820.42,PayPal,Store
1099,718,9,2024-12-12,4,437.86,1751.44,Cash,Store
1100,313,154,2024-06-24,1,222.67,222.67,PayPal,Online
1101,515,154,2025-06-27,5,120.29,601.45,Cash,Store
1102,359,77,2025-11-22,4,65.26,261.04,Bank Transfer,Store
1103,942,28,2025-11-16,4,461.66,1846.64,Bank Transfer,Online
1104,534,173,2025-11-20,1,434.68,434.68,PayPal,Store
1105,893,68,2025-03-17,1,372.27,372.27,PayPal,Online
1106,681,120,2024-02-27,1,277.48,277.48,Credit Card,Online
1107,730,42,2024-10-24,1,103.5,103.5,Cash,Online
1108,789,12,2024-01-18,5,11.55,57.75,Cash,Store
1109,390,126,2024-11-07,5,372.67,1863.3500000000001,Cash,Online
1110,886,40,2023-12-02,4,285.11,1140.44,Cash,Online
1111,763,138,2024-08-17,3,365.74,1097.22,Credit Card,Online
1112,144,151,2023-12-10,2,477.75,955.5,Credit Card,Online
1113,43,187,2024-04-03,5,436.59,2182.95,Credit Card,Store
1114,51,46,2025-10-27,4,337.73,1350.92,Credit Card,Store
1115,312,132,2024-04-06,3,375.14,1125.42,Bank Transfer,Store
1116,385,68,2024-01-28,3,325.56,976.6800000000001,Cash,Online
1117,964,108,2025-01-01,4,219.89,879.56,PayPal,Store
1118,215,38,2025-04-29,4,15.52,62.08,Bank Transfer,Online
1119,833,28,2024-02-11,5,342.8,1714.0,PayPal,Store
1120,772,90,2024-10-09,1,204.71,204.71,Credit Card,Online
1121,308,122,2025-02-10,2,261.69,523.38,PayPal,Store
1122,132,94,2025-01-31,1,392.24,392.24,Bank Transfer,Store
1123,33,91,2024-01-24,1,235.25,235.25,PayPal,Online
1124,151,148,2025-04-14,3,137.29,411.87,Credit Card,Online
1125,482,193,2025-09-07,3,430.65,1291.9499999999998,PayPal,Online
1126,348,58,2024-07-09,4,401.21,1604.84,PayPal,Store
1127,33,194,2025-10-22,4,474.86,1899.44,Cash,Store
1128,101,58,2024-02-14,4,225.18,900.72,PayPal,Store
1129,588,86,2024-05-25,3,401.34,1204.02,Cash,Online
1130,887,94,2025-08-02,3,373.33,1119.99,Credit Card,Online
1131,691,167,2025-07-14,4,22.99,91.96,Credit Card,Store
1132,583,85,2024-07-19,5,358.52,1792.6,Cash,Store
1133,733,39,2025-09-10,2,481.96,963.92,Cash,Online
1134,64,199,2024-06-29,1,111.97,111.97,Credit Card,Online
1135,987,73,2025-05-01,5,173.35,866.75,Bank Transfer,Online
1136,949,91,2024-12-06,3,133.2,399.59999999999997,Bank Transfer,Store
1137,206,67,2024-09-25,3,181.57,544.71,Credit Card,Online
1138,148,90,2025-05-25,1,22.39,22.39,Bank Transfer,Online
1139,829,85,2025-10-20,4,404.1,1616.4,Bank Transfer,Online
1140,180,190,2024-01-14,2,35.65,71.3,Cash,Online
1141,44,165,2025-05-30,5,80.2,401.0,Bank Transfer,Online
1142,389,82,2025-03-02,4,299.88,1199.52,Bank Transfer,Online
1143,966,67,2024-06-15,2,229.11,458.22,Credit Card,Online
1144,920,101,2025-08-25,5,415.42,2077.1,Bank Transfer,Store
1145,883,170,2025-02-08,1,350.24,350.24,Bank Transfer,Store
1146,44,63,2024-05-05,5,42.14,210.7,Credit Card,Store
1147,195,61,2025-05-22,1,103.76,103.76,Cash,Store
1148,979,102,2024-12-12,1,189.72,189.72,Credit Card,Store
1149,163,69,2025-08-20,1,497.92,497.92,Bank Transfer,Online
1150,964,13,2024-11-13,2,8.68,17.36,PayPal,Store
1151,295,43,2024-07-10,3,181.14,543.42,PayPal,Online
1152,831,112,2023-12-20,4,54.32,217.28,Bank Transfer,Store
1153,508,86,2025-06-23,3,399.31,1197.93,Credit Card,Online
1154,967,175,2024-03-08,5,177.96,889.8000000000001,Credit Card,Online
1155,400,79,2025-03-03,4,141.78,567.12,Bank Transfer,Online
1156,915,93,2025-08-20,2,231.52,463.04,Cash,Store
1157,970,133,2025-06-10,4,497.24,1988.96,Credit Card,Store
1158,252,144,2025-09-27,5,85.91,429.54999999999995,PayPal,Store
1159,667,38,2024-03-06,3,119.82,359.46,Cash,Store
1160,562,1,2025-01-19,3,280.98,842.94,PayPal,Store
1161,745,81,2024-10-09,4,395.13,1580.52,PayPal,Online
1162,332,20,2024-07-11,5,60.87,304.34999999999997,Cash,Online
1163,73,88,2025-04-29,2,383.44,766.88,Cash,Store
1164,93,59,2025-04-07,2,285.68,571.36,PayPal,Store
1165,502,120,2024-06-04,3,29.2,87.6,Bank Transfer,Online
1166,103,183,2024-05-04,3,152.53,457.59000000000003,Credit Card,Store
1167,126,115,2025-07-20,1,443.21,443.21,PayPal,Store
1168,17,114,2025-11-24,5,232.64,1163.1999999999998,Credit Card,Online
1169,485,49,2023-12-22,4,330.9,1323.6,PayPal,Online
1170,317,137,2025-08-21,1,218.73,218.73,PayPal,Store
1171,163,134,2024-03-26,2,53.21,106.42,Cash,Store
1172,218,2,2024-10-24,5,288.45,1442.25,Cash,Online
1173,995,126,2025-09-22,2,119.07,238.14,Credit Card,Store
1174,321,105,2025-04-05,4,329.74,1318.96,Bank Transfer,Online
1175,153,157,2024-08-26,3,205.3,615.9000000000001,PayPal,Online
1176,340,7,2025-11-23,4,156.72,626.88,PayPal,Online
1177,917,97,2025-07-03,3,89.89,269.67,PayPal,Store
1178,375,61,2023-12-22,4,189.72,758.88,Credit Card,Online
1179,88,62,2025-02-18,4,314.54,1258.16,Credit Card,Online
1180,908,68,2025-06-15,3,183.01,549.03,Credit Card,Online
1181,876,196,2025-04-14,4,342.82,1371.28,PayPal,Store
1182,433,139,2025-02-26,2,24.4,48.8,Cash,Store
1183,161,176,2024-09-23,2,373.13,746.26,Cash,Store
1184,888,40,2025-06-01,4,291.35,1165.4,Cash,Online
1185,688,50,2025-08-27,5,263.83,1319.1499999999999,PayPal,Store
1186,177,116,2024-04-23,1,82.66,82.66,Bank Transfer,Store
1187,249,91,2024-02-28,2,316.64,633.28,Bank Transfer,Online
1188,568,189,2025-02-05,3,56.25,168.75,Credit Card,Store
1189,209,193,2025-10-21,5,241.88,1209.4,Credit Card,Online
1190,854,75,2024-04-24,2,437.15,874.3,Credit Card,Store
1191,34,121,2024-10-17,5,295.28,1476.3999999999999,Cash,Online
1192,87,9,2024-09-17,3,43.57,130.71,Cash,Store
1193,168,24,2024-11-15,1,182.57,182.57,Bank Transfer,Online
1194,550,83,2024-11-21,3,306.29,918.8700000000001,PayPal,Online
1195,92,40,2024-03-04,1,16.32,16.32,Bank Transfer,Online
1196,551,59,2025-03-09,2,499.89,999.78,Cash,Online
1197,981,91,2025-07-01,2,478.0,956.0,PayPal,Online
1198,121,107,2024-09-18,5,460.28,2301.3999999999996,Bank Transfer,Online
1199,413,104,2024-10-17,1,134.93,134.93,PayPal,Online
1200,885,57,2024-10-16,1,435.94,435.94,Credit Card,Online
1201,79,113,2024-11-02,3,87.44,262.32,Credit Card,Store
1202,982,162,2024-01-29,5,398.29,1991.45,Cash,Store
1203,92,115,2023-12-01,3,14.79,44.37,Credit Card,Store
1204,940,18,2024-03-17,5,133.97,669.85,PayPal,Online
1205,826,36,2024-07-30,4,469.34,1877.36,Bank Transfer,Online
1206,359,197,2025-07-01,3,409.9,1229.6999999999998,Cash,Online
1207,322,77,2024-10-01,4,243.08,972.32,PayPal,Online
1208,132,9,2025-11-09,1,359.01,359.01,Credit Card,Store
1209,128,124,2024-06-03,5,52.31,261.55,Credit Card,Online
1210,620,46,2024-07-02,3,77.2,231.60000000000002,Bank Transfer,Store
1211,736,180,2024-04-13,2,280.18,560.36,Bank Transfer,Store
1212,672,162,2025-08-21,3,104.9,314.70000000000005,Credit Card,Online
1213,228,160,2025-11-14,2,226.05,452.1,Credit Card,Online
1214,817,193,2023-12-24,3,271.73,815.19,PayPal,Store
1215,409,170,2024-03-13,1,155.1,155.1,Cash,Store
1216,786,155,2025-08-07,1,299.33,299.33,PayPal,Store
1217,223,1,2025-09-19,5,142.67,713.3499999999999,Cash,Online
1218,49,86,2025-09-11,2,367.02,734.04,PayPal,Store
1219,230,182,2024-03-08,3,8.33,24.990000000000002,Bank Transfer,Store
1220,197,30,2024-03-12,1,414.62,414.62,PayPal,Store
1221,589,73,2025-05-11,5,210.28,1051.4,PayPal,Store
1222,144,39,2025-05-25,2,410.86,821.72,Bank Transfer,Store
1223,145,58,2024-05-19,5,204.64,1023.1999999999999,PayPal,Store
1224,387,43,2024-06-25,1,349.77,349.77,Bank Transfer,Store
1225,172,187,2025-03-20,4,430.27,1721.08,PayPal,Store
1226,827,37,2025-03-01,3,85.05,255.14999999999998,Credit Card,Store
1227,372,171,2025-01-25,5,360.7,1803.5,Credit Card,Store
1228,399,137,2023-12-30,1,232.7,232.7,Bank Transfer,Store
1229,771,70,2024-01-25,4,486.53,1946.12,PayPal,Store
1230,598,152,2025-10-28,3,278.48,835.44,Bank Transfer,Online
1231,571,126,2024-05-10,3,84.02,252.06,Cash,Store
1232,240,171,2025-06-15,1,27.31,27.31,Credit Card,Online
1233,401,54,2024-11-03,2,377.16,754.32,Bank Transfer,Online
1234,272,128,2024-10-23,1,329.44,329.44,Bank Transfer,Online
1235,785,70,2025-02-02,3,102.75,308.25,PayPal,Online
1236,550,148,2024-05-19,3,112.74,338.21999999999997,Bank Transfer,Online
1237,183,163,2025-10-22,2,466.59,933.18,Credit Card,Store
1238,530,80,2024-10-21,4,496.91,1987.64,PayPal,Online
1239,34,172,2024-12-13,4,423.34,1693.36,PayPal,Online
1240,528,23,2024-09-03,4,200.43,801.72,PayPal,Online
1241,136,118,2025-03-23,4,12.94,51.76,PayPal,Online
1242,781,116,2025-06-27,2,458.59,917.18,PayPal,Online
1243,912,191,2023-12-12,2,234.11,468.22,Credit Card,Online
1244,749,114,2024-02-10,1,358.48,358.48,PayPal,Online
1245,755,199,2024-12-02,2,256.16,512.32,Credit Card,Online
1246,402,7,2025-10-01,4,318.21,1272.84,Cash,Online
1247,83,187,2024-11-15,4,255.51,1022.04,Bank Transfer,Store
1248,659,103,2025-03-21,3,476.29,1428.8700000000001,Credit Card,Online
1249,567,31,2024-01-25,2,53.19,106.38,PayPal,Store
1250,621,20,2024-08-10,1,266.87,266.87,Bank Transfer,Store
1251,891,73,2024-03-25,5,113.21,566.05,Bank Transfer,Online
1252,291,97,2025-04-06,1,165.47,165.47,Credit Card,Store
1253,641,99,2024-07-23,5,390.84,1954.1999999999998,PayPal,Store
1254,529,66,2024-07-01,2,26.02,52.04,PayPal,Store
1255,843,40,2025-08-23,2,289.45,578.9,Cash,Online
1256,577,123,2024-10-08,5,75.34,376.70000000000005,Cash,Store
1257,267,142,2024-03-02,5,316.84,1584.1999999999998,Credit Card,Online
1258,177,41,2024-06-30,3,212.15,636.45,PayPal,Store
1259,685,163,2024-07-15,3,13.27,39.81,PayPal,Online
1260,487,91,2023-12-20,4,154.43,617.72,PayPal,Store
1261,393,158,2025-03-23,4,320.78,1283.12,Credit Card,Store
1262,831,11,2024-04-05,2,73.77,147.54,Credit Card,Store
1263,358,11,2024-05-12,4,10.24,40.96,Credit Card,Online
1264,727,50,2024-06-07,3,249.4,748.2,Bank Transfer,Online
1265,192,107,2025-07-25,4,447.97,1791.88,Bank Transfer,Store
1266,413,189,2025-09-26,5,441.2,2206.0,Cash,Store
1267,894,13,2024-08-28,5,242.08,1210.4,Bank Transfer,Online
1268,91,99,2024-01-17,5,331.2,1656.0,Credit Card,Online
1269,921,199,2024-11-19,3,398.83,1196.49,PayPal,Store
1270,636,13,2024-07-23,2,351.54,703.08,Bank Transfer,Store
1271,846,125,2025-09-21,4,340.46,1361.84,Cash,Store
1272,436,140,2024-10-02,3,294.06,882.1800000000001,Credit Card,Store
1273,366,122,2025-11-04,5,303.54,1517.7,Credit Card,Online
1274,675,16,2024-09-05,2,497.3,994.6,PayPal,Online
1275,870,77,2024-11-01,3,472.2,1416.6,Cash,Store
1276,905,69,2025-10-14,4,460.14,1840.56,PayPal,Online
1277,296,168,2024-07-25,2,210.51,421.02,Cash,Store
1278,442,64,2024-03-17,4,200.64,802.56,Bank Transfer,Store
1279,493,24,2025-10-04,1,204.4,204.4,Credit Card,Online
1280,227,66,2025-08-19,3,384.17,1152.51,Cash,Store
1281,255,68,2024-09-17,2,204.97,409.94,Cash,Store
1282,988,111,2025-08-22,4,387.4,1549.6,Cash,Online
1283,714,69,2024-01-09,5,316.01,1580.05,Credit Card,Online
1284,303,59,2024-02-23,1,80.44,80.44,Credit Card,Store
1285,389,18,2025-01-29,5,440.73,2203.65,Cash,Store
1286,412,197,2024-09-23,2,391.69,783.38,Credit Card,Store
1287,64,35,2024-06-08,1,204.33,204.33,Credit Card,Store
1288,781,56,2024-12-14,2,71.57,143.14,PayPal,Online
1289,360,92,2025-07-05,1,384.39,384.39,Credit Card,Store
1290,726,54,2024-03-08,2,119.28,238.56,Cash,Store
1291,300,151,2024-09-19,3,126.9,380.70000000000005,PayPal,Online
1292,953,95,2024-05-17,2,355.09,710.18,Cash,Store
1293,261,14,2024-01-20,2,360.62,721.24,Bank Transfer,Store
1294,384,191,2025-02-12,4,104.42,417.68,Credit Card,Store
1295,239,23,2025-02-26,4,163.8,655.2,PayPal,Store
1296,424,18,2025-07-29,4,19.86,79.44,Bank Transfer,Online
1297,557,53,2025-07-04,3,149.23,447.68999999999994,Bank Transfer,Online
1298,864,33,2024-09-02,1,467.79,467.79,PayPal,Store
1299,746,68,2025-06-22,5,297.41,1487.0500000000002,Credit Card,Store
1300,702,28,2025-11-01,5,115.93,579.6500000000001,Bank Transfer,Online
1301,213,60,2025-04-12,1,154.69,154.69,Bank Transfer,Online
1302,359,76,2024-09-21,4,389.95,1559.8,Credit Card,Store
1303,409,52,2025-10-24,1,375.95,375.95,PayPal,Store
1304,266,61,2025-03-19,5,432.68,2163.4,Cash,Store
1305,47,64,2025-04-05,2,356.9,713.8,Bank Transfer,Online
1306,90,41,2024-08-16,5,295.11,1475.5500000000002,Bank Transfer,Store
1307,427,94,2024-09-01,1,182.18,182.18,Bank Transfer,Store
1308,418,176,2025-02-24,3,163.73,491.18999999999994,Bank Transfer,Online
1309,238,61,2025-07-10,3,304.87,914.61,PayPal,Store
1310,388,93,2024-03-31,3,448.39,1345.17,Cash,Store
1311,770,6,2025-04-09,2,90.43,180.86,Bank Transfer,Online
1312,311,177,2024-04-19,3,422.97,1268.91,PayPal,Store
1313,40,6,2024-12-11,3,90.63,271.89,PayPal,Online
1314,144,5,2025-05-15,3,353.05,1059.15,Bank Transfer,Store
1315,527,69,2024-11-04,3,370.29,1110.8700000000001,Cash,Online
1316,452,24,2024-09-16,2,77.18,154.36,Credit Card,Online
1317,768,144,2025-09-20,1,466.17,466.17,PayPal,Store
1318,296,139,2025-10-14,3,156.55,469.65000000000003,Credit Card,Store
1319,646,108,2024-06-21,2,371.77,743.54,PayPal,Store
1320,287,15,2025-08-21,1,220.97,220.97,Cash,Store
1321,593,70,2024-02-09,5,429.77,2148.85,Credit Card,Online
1322,579,190,2024-07-18,4,218.48,873.92,Cash,Store
1323,44,144,2025-03-16,5,117.97,589.85,Credit Card,Online
1324,919,71,2024-01-03,1,89.51,89.51,Credit Card,Online
1325,837,164,2023-12-20,2,147.7,295.4,Credit Card,Online
1326,700,12,2024-05-16,5,103.69,518.45,Cash,Store
1327,709,130,2025-11-19,4,231.34,925.36,Cash,Online
1328,598,98,2025-09-26,1,432.75,432.75,PayPal,Store
1329,590,1,2025-08-06,5,317.1,1585.5,Bank Transfer,Online
1330,41,14,2025-11-12,5,300.97,1504.8500000000001,Credit Card,Store
1331,233,26,2025-08-23,3,22.37,67.11,Bank Transfer,Online
1332,50,196,2025-01-28,4,252.61,1010.44,Bank Transfer,Store
1333,325,55,2024-08-07,2,166.61,333.22,Credit Card,Online
1334,60,70,2023-12-01,2,307.67,615.34,Cash,Online
1335,723,124,2024-04-16,3,461.2,1383.6,Cash,Store
1336,557,79,2025-06-29,5,397.87,1989.35,Cash,Store
1337,298,131,2025-08-13,2,445.27,890.54,Credit Card,Online
1338,576,196,2024-08-15,1,127.41,127.41,Credit Card,Store
1339,836,13,2024-08-22,3,21.98,65.94,PayPal,Store
1340,580,103,2024-01-18,1,466.07,466.07,Cash,Online
1341,266,31,2025-06-17,1,354.77,354.77,Bank Transfer,Online
1342,487,159,2025-06-12,1,178.37,178.37,Bank Transfer,Store
1343,396,142,2024-05-09,5,394.83,1974.1499999999999,Cash,Online
1344,75,29,2025-09-06,4,407.11,1628.44,Bank Transfer,Online
1345,419,13,2025-11-26,1,30.84,30.84,PayPal,Online
1346,220,59,2025-07-29,3,379.51,1138.53,Bank Transfer,Online
1347,869,115,2024-06-27,3,191.9,575.7,Cash,Online
1348,733,153,2025-07-27,3,478.17,1434.51,PayPal,Online
1349,836,127,2024-07-11,2,332.17,664.34,Credit Card,Online
1350,387,142,2025-11-17,4,231.78,927.12,PayPal,Online
1351,916,84,2025-05-13,4,142.09,568.36,PayPal,Online
1352,791,21,2024-06-15,5,180.44,902.2,Cash,Store
1353,990,95,2025-10-09,3,210.76,632.28,Cash,Online
1354,131,168,2025-01-29,2,332.04,664.08,PayPal,Store
1355,37,41,2024-10-05,2,250.87,501.74,Credit Card,Store
1356,849,110,2024-12-07,1,402.22,402.22,Bank Transfer,Store
1357,627,28,2024-03-18,5,380.81,1904.05,PayPal,Store
1358,241,14,2024-04-18,5,220.98,1104.8999999999999,PayPal,Online
1359,943,160,2025-01-17,4,296.57,1186.28,PayPal,Store
1360,105,177,2025-11-06,3,9.97,29.910000000000004,PayPal,Store
1361,546,157,2025-01-19,5,290.12,1450.6,Bank Transfer,Online
1362,974,158,2024-05-25,1,68.43,68.43,PayPal,Online
1363,995,147,2025-02-16,3,107.5,322.5,Cash,Online
